state,agencyType,agencyName,quarter01,quarter02,quarter03,quarter04,population
Washington,Cities,Aberdeen,1,1,0,0,"17,000"
New Jersey,Cities,Aberdeen Township,0,0,1,0,"18,319"
Pennsylvania,Cities,Abington Township: Montgomery County,2,0,0,0,"55,731"
Massachusetts,Cities,Acton,1,1,0,1,"22,349"
California,Cities,Adelanto,0,0,1,0,"32,520"
Michigan,Cities,Adrian,1,2,1,1,"21,060"
California,Cities,Agoura Hills,0,1,3,0,"20,667"
Ohio,Cities,Akron,0,2,4,1,"198,390"
New York,Cities,Albany,1,,,1,"98,187"
Tennessee,Cities,Alcoa,0,0,0,1,"8,587"
Illinois,Cities,Algonquin,0,1,0,0,"30,159"
California,Cities,Aliso Viejo,0,0,1,0,"48,999"
Michigan,Cities,Allegan,0,0,1,0,"4,994"
Texas,Cities,Allen,0,1,0,0,"88,783"
New Jersey,Cities,Allendale,0,0,0,1,"6,580"
Michigan,Cities,Alma,0,0,1,0,"9,319"
Michigan,Cities,Alpena,2,0,0,0,"10,418"
Illinois,Cities,Altamont,1,0,0,0,"2,323"
Texas,Cities,Amarillo,1,0,0,0,"196,576"
Massachusetts,Cities,Amesbury,0,0,0,1,"16,557"
Massachusetts,Cities,Amherst,0,1,1,0,"38,112"
New York,Cities,Amherst Town,1,2,1,0,"117,591"
Washington,Cities,Anacortes,0,0,0,1,"16,097"
California,Cities,Anaheim,0,0,0,1,"344,526"
Alaska,Cities,Anchorage,0,4,1,1,"299,143"
Kentucky,Cities,Anchorage,2,0,0,0,"2,372"
South Carolina,Cities,Anderson,0,0,7,0,"27,127"
Massachusetts,Cities,Andover,1,0,0,0,"33,753"
Michigan,Cities,Ann Arbor,1,5,3,1,"115,008"
California,Cities,Antioch,0,2,1,1,"105,009"
Arizona,Cities,Apache Junction,0,0,1,0,"36,986"
Florida,Cities,Apopka,1,0,0,0,"43,046"
California,Cities,Apple Valley,0,0,0,2,"70,823"
Wisconsin,Cities,Appleton,1,3,4,0,"73,431"
California,Cities,Arcata,0,1,0,0,"17,408"
Tennessee,Cities,Ardmore,1,0,0,0,"1,219"
Texas,Cities,Arlington,0,2,0,0,"379,295"
North Carolina,Cities,Asheville,1,3,2,2,"85,295"
Oregon,Cities,Ashland,0,1,0,0,"20,376"
Colorado,Cities,Aspen,0,0,1,0,"6,734"
California,Cities,Atascadero,0,1,0,0,"28,825"
Ohio,Cities,Athens,1,0,0,0,"23,834"
South Carolina,Cities,Atlantic Beach,0,1,0,,346
Tennessee,Cities,Atoka,0,0,0,1,"8,488"
Massachusetts,Cities,Attleboro,0,0,1,0,"44,033"
Maine,Cities,Auburn,0,2,0,0,"23,002"
New York,Cities,Auburn,0,2,2,0,"27,739"
Michigan,Cities,Auburn Hills,0,0,1,1,"21,559"
Maine,Cities,Augusta,0,0,1,1,"19,117"
Colorado,Cities,Aurora,1,0,1,1,"336,952"
Illinois,Cities,Aurora,0,1,0,0,"199,765"
Texas,Cities,Austin,2,0,0,4,"832,901"
Ohio,Cities,Austintown,0,0,4,3,"36,478"
Florida,Cities,Aventura,0,1,0,0,"37,110"
Pennsylvania,Cities,Avoca,0,0,1,1,"2,663"
California,Cities,Azusa,1,0,1,1,"47,111"
Maine,Cities,Baileyville,0,0,0,1,"1,511"
California,Cities,Bakersfield,0,0,3,1,"355,696"
Maryland,Cities,Baltimore,0,0,1,0,"625,474"
Maine,Cities,Bangor,0,0,3,3,"33,036"
Michigan,Cities,Bangor,0,0,0,1,"1,882"
Maine,Cities,Bar Harbor,0,1,0,0,"5,253"
Kentucky,Cities,Barbourville,0,1,0,0,"3,178"
Kentucky,Cities,Bardstown,2,0,1,4,"11,869"
New Jersey,Cities,Barnegat Township,1,2,1,0,"21,141"
Massachusetts,Cities,Barnstable,4,1,0,3,"45,570"
Rhode Island,Cities,Barrington,0,0,1,0,"16,268"
Florida,Cities,Bartow,0,0,1,0,"17,740"
Kansas,Cities,Basehor,1,0,0,0,"4,716"
Ohio,Cities,Bath Township: Summit County,0,1,0,0,"9,667"
Michigan,Cities,Battle Creek,1,1,0,0,"61,450"
Tennessee,Cities,Baxter,1,1,0,0,"1,388"
Michigan,Cities,Bay City,2,0,0,0,"34,742"
Texas,Cities,Bay City,0,0,1,0,"17,928"
New Jersey,Cities,Bayonne,0,0,1,0,"64,036"
Illinois,Cities,Beardstown,1,0,0,0,"6,099"
South Carolina,Cities,Beaufort,1,0,0,0,"12,653"
Ohio,Cities,Beavercreek,1,0,0,0,"45,563"
Oregon,Cities,Beaverton,3,,1,,"92,276"
West Virginia,Cities,Beckley,2,1,0,1,"17,675"
Massachusetts,Cities,Bedford,0,1,0,0,"13,575"
Texas,Cities,Bedford,0,1,0,0,"48,763"
New Jersey,Cities,Bedminster Township,0,1,0,0,"8,242"
Massachusetts,Cities,Belchertown,0,1,0,0,"14,751"
Idaho,Cities,Bellevue,1,0,0,0,"2,283"
Kentucky,Cities,Bellevue,0,1,1,0,"6,011"
Washington,Cities,Bellevue,1,1,1,0,"126,022"
California,Cities,Bellflower,0,0,0,1,"77,886"
Washington,Cities,Bellingham,2,2,5,1,"82,665"
Tennessee,Cities,Bells,0,1,0,0,"2,452"
Illinois,Cities,Bellwood,0,0,0,1,"19,165"
New Jersey,Cities,Belmar,0,0,1,0,"5,829"
Massachusetts,Cities,Belmont,0,2,0,0,"25,209"
New Hampshire,Cities,Belmont,0,0,0,1,"7,385"
Kansas,Cities,Beloit,1,0,0,0,"3,808"
Missouri,Cities,Belton,0,1,0,0,"23,295"
Minnesota,Cities,Bemidji,1,,,,"13,745"
Oregon,Cities,Bend,2,2,1,1,"78,458"
California,Cities,Benicia,1,0,0,0,"27,459"
South Carolina,Cities,Bennettsville,0,1,0,0,"9,034"
Arkansas,Cities,Benton,0,0,1,0,"31,486"
Michigan,Cities,Benton Township,1,0,0,1,"14,771"
Arkansas,Cities,Bentonville,2,0,0,0,"36,433"
Kentucky,Cities,Berea,0,0,1,0,"13,798"
New Jersey,Cities,Bergenfield,0,0,0,1,"27,072"
California,Cities,Berkeley,1,1,5,1,"114,961"
Michigan,Cities,Berkley,0,0,1,1,"15,078"
Connecticut,Cities,Berlin,0,1,0,0,"19,935"
New Jersey,Cities,Bernards Township,0,1,0,1,"26,903"
Michigan,Cities,Berrien Springs-Oronoko Township,0,0,0,2,"9,206"
Colorado,Cities,Berthoud,1,0,0,0,"5,278"
Iowa,Cities,Bettendorf,0,1,0,0,"33,729"
North Dakota,Cities,Beulah,0,0,1,0,"3,202"
Massachusetts,Cities,Beverly,1,1,0,0,"40,150"
California,Cities,Beverly Hills,0,2,2,1,"34,677"
Michigan,Cities,Beverly Hills,0,1,0,1,"10,341"
Ohio,Cities,Bexley,0,1,1,0,"13,220"
Massachusetts,Cities,Billerica,0,0,1,0,"41,016"
Montana,Cities,Billings,1,4,1,2,"106,371"
Mississippi,Cities,Biloxi,0,1,0,2,"45,037"
New York,Cities,Binghamton,0,2,0,0,"47,250"
Michigan,Cities,Birmingham,2,1,1,0,"20,250"
North Dakota,Cities,Bismarck,3,0,4,2,"64,103"
Washington,Cities,Black Diamond,0,0,1,0,"4,279"
Michigan,Cities,Blackman Township,1,0,0,1,"37,782"
South Carolina,Cities,Blacksburg,0,0,1,0,"1,873"
Virginia,Cities,Blacksburg,0,0,0,1,"43,070"
Virginia,Cities,Blackstone,0,1,1,0,"3,656"
Minnesota,Cities,Blaine,1,3,,,"57,953"
Michigan,Cities,Blissfield,0,0,1,0,"3,326"
Connecticut,Cities,Bloomfield,0,0,1,0,"20,557"
Michigan,Cities,Bloomfield Township,0,0,4,1,"41,367"
Illinois,Cities,Bloomington,0,0,0,1,"77,107"
Indiana,Cities,Bloomington,1,2,6,4,"81,636"
Ohio,Cities,Blue Ash,0,0,1,0,"12,082"
Tennessee,Cities,Bluff City,0,0,0,1,"1,753"
South Carolina,Cities,Bluffton,1,0,0,0,"12,855"
Ohio,Cities,Boardman,1,0,0,0,"40,608"
Oregon,Cities,Boardman,1,0,0,0,"3,241"
Idaho,Cities,Boise,6,4,5,3,"211,569"
Massachusetts,Cities,Bolton,1,1,0,0,"4,959"
Massachusetts,Cities,Boston,37,38,21,27,"630,648"
Washington,Cities,Bothell,0,1,1,0,"34,389"
Colorado,Cities,Boulder,0,1,0,0,"100,257"
Utah,Cities,Bountiful,1,2,1,4,"43,888"
Maryland,Cities,Bowie,1,0,0,0,"55,765"
Kentucky,Cities,Bowling Green,1,2,3,3,"59,043"
Ohio,Cities,Bowling Green,0,0,1,2,"30,219"
New Jersey,Cities,Bradley Beach,0,0,1,0,"4,323"
Massachusetts,Cities,Braintree,0,1,2,2,"36,310"
California,Cities,Brentwood,0,1,0,0,"52,811"
New Jersey,Cities,Brick Township,0,1,0,0,"75,809"
Connecticut,Cities,Bridgeport,0,2,1,3,"146,030"
New Jersey,Cities,Bridgeton,0,1,0,0,"25,378"
Utah,Cities,Brigham City,1,0,1,0,"18,255"
Tennessee,Cities,Brighton,0,0,0,1,"2,769"
Connecticut,Cities,Bristol,0,1,0,0,"60,688"
New Hampshire,Cities,Bristol,0,0,2,0,"3,053"
Oklahoma,Cities,Bristow,,1,0,0,"4,279"
Massachusetts,Cities,Brookline,0,0,0,1,"59,658"
Minnesota,Cities,Brooklyn Park,2,1,,,"77,346"
Arkansas,Cities,Bryant,0,0,0,1,"17,129"
Michigan,Cities,Buchanan,0,1,1,0,"4,462"
California,Cities,Buena Park,0,2,1,0,"82,505"
New York,Cities,Buffalo,2,12,13,9,"262,434"
California,Cities,Burbank,2,5,1,1,"105,057"
Washington,Cities,Burien,1,2,0,1,"34,310"
Texas,Cities,Burkburnett,1,0,0,0,"10,901"
Texas,Cities,Burleson,0,1,0,0,"37,774"
Massachusetts,Cities,Burlington,0,1,0,0,"24,975"
Vermont,Cities,Burlington,0,1,3,1,"42,616"
California,Cities,Calabasas,0,1,1,0,"23,442"
Wisconsin,Cities,Caledonia,0,1,0,0,"24,764"
California,Cities,Calimesa,0,0,0,2,"8,136"
California,Cities,Camarillo,0,0,2,2,"66,506"
Maryland,Cities,Cambridge,0,0,1,1,"12,454"
Massachusetts,Cities,Cambridge,2,2,2,4,"106,981"
South Carolina,Cities,Camden,0,1,0,0,"6,968"
New Jersey,Cities,Camden ,0,1,2,1,"77,665"
California,Cities,Campbell,1,0,0,0,"40,339"
Kentucky,Cities,Campbellsville,1,0,1,0,"9,209"
Ohio,Cities,Canfield,0,1,0,0,"7,464"
Colorado,Cities,Canon City,0,0,1,1,"16,727"
Connecticut,Cities,Canton,0,0,1,0,"10,328"
Illinois,Cities,Canton,1,0,0,0,"14,673"
Michigan,Cities,Canton Township,0,0,1,1,"89,312"
Michigan,Cities,Capac,0,0,1,2,"1,874"
Florida,Cities,Cape Coral,0,0,0,1,"159,625"
California,Cities,Capitola,0,0,1,0,"10,085"
Ohio,Cities,Cardington,0,0,0,1,"2,047"
Pennsylvania,Cities,Carlisle,1,0,0,0,"19,103"
New Jersey,Cities,Carney's Point Township,1,0,0,0,"8,068"
North Carolina,Cities,Carolina Beach,0,0,1,0,"5,867"
Illinois,Cities,Carpentersville,0,1,0,0,"38,080"
California,Cities,Carson,0,2,1,0,"93,233"
North Carolina,Cities,Carthage,0,0,1,0,"2,255"
Massachusetts,Cities,Carver,0,0,1,0,"11,676"
Florida,Cities,Casselberry,0,1,0,0,"26,747"
Michigan,Cities,Cedar Springs,0,1,0,0,"3,546"
Colorado,Cities,Centennial,1,1,1,0,"104,022"
Texas,Cities,Center,1,0,0,0,"5,307"
Michigan,Cities,Center Line,0,1,0,0,"8,275"
Ohio,Cities,Centerville,6,3,3,,"24,107"
Utah,Cities,Centerville,0,1,1,0,"15,807"
Illinois,Cities,Centralia,0,0,1,,"13,027"
California,Cities,Cerritos,0,0,0,1,"49,856"
North Carolina,Cities,Chapel Hill,2,1,0,1,"58,586"
Tennessee,Cities,Chapel Hill,1,0,0,0,"1,470"
South Carolina,Cities,Charleston,0,0,1,0,"123,856"
North Carolina,Cities,Charlotte-Mecklenburg,3,1,6,4,"808,504"
Massachusetts,Cities,Charlton,1,0,0,0,"13,142"
Tennessee,Cities,Chattanooga,3,5,8,4,"171,541"
Michigan,Cities,Cheboygan,0,1,0,0,"4,830"
Massachusetts,Cities,Chelsea,0,0,1,0,"35,966"
Michigan,Cities,Chelsea,1,0,0,1,"4,995"
Washington,Cities,Cheney,0,2,0,0,"10,747"
South Carolina,Cities,Cheraw,1,0,0,0,"5,885"
Virginia,Cities,Chesapeake,4,2,3,1,"227,531"
Michigan,Cities,Chesterfield Township,1,0,0,1,"43,474"
Illinois,Cities,Chicago,3,3,4,4,"2,708,382"
California,Cities,Chico,2,0,3,0,"87,090"
Massachusetts,Cities,Chicopee,0,1,1,0,"55,825"
California,Cities,Chino,0,1,1,1,"79,792"
California,Cities,Chino Hills,0,0,1,0,"76,632"
Virginia,Cities,Christiansburg,0,0,1,0,"21,262"
California,Cities,Chula Vista,3,1,0,0,"249,830"
Ohio,Cities,Cincinnati,1,4,6,0,"296,204"
Ohio,Cities,Circleville,1,0,0,0,"13,388"
California,Cities,Citrus Heights,0,0,0,1,"85,112"
Michigan,Cities,Clare,1,1,0,0,"3,130"
California,Cities,Claremont,0,1,1,0,"35,469"
West Virginia,Cities,Clarksburg,0,1,1,1,"16,649"
New York,Cities,Clarkstown Town,0,1,,3,"80,186"
Tennessee,Cities,Clarksville,1,4,1,0,"137,356"
Michigan,Cities,Clawson,1,0,0,0,"11,909"
Ohio,Cities,Clearcreek Township,1,0,0,0,"14,224"
California,Cities,Clearlake,2,0,2,0,"15,311"
Florida,Cities,Clermont,1,0,0,0,"29,523"
Ohio,Cities,Cleveland,0,4,2,3,"393,781"
Tennessee,Cities,Cleveland,1,0,0,1,"42,068"
South Carolina,Cities,Clinton,0,0,1,0,"8,570"
Utah,Cities,Clinton,0,0,1,0,"21,064"
Michigan,Cities,Clinton Township,8,4,1,1,"97,001"
New Jersey,Cities,Clinton Township,0,0,1,0,"13,514"
Michigan,Cities,Clio,1,0,0,0,"2,625"
South Carolina,Cities,Clover,0,1,0,0,"5,245"
California,Cities,Clovis,1,0,0,1,"97,828"
Idaho,Cities,Coeur d'Alene,1,4,0,0,"45,267"
New York,Cities,Coeymans Town,0,1,0,0,"7,443"
New York,Cities,Cohoes,0,1,0,0,"16,220"
Virginia,Cities,Colonial Heights,0,1,0,0,"17,632"
New York,Cities,Colonie Town,0,0,1,0,"77,853"
Colorado,Cities,Colorado Springs,0,5,7,6,"432,287"
Montana,Cities,Colstrip,0,0,0,1,"2,264"
California,Cities,Colton,0,0,2,0,"53,431"
New Jersey,Cities,Colts Neck Township,0,0,1,2,"10,201"
Missouri,Cities,Columbia,0,1,0,0,"110,646"
South Carolina,Cities,Columbia,2,2,0,1,"131,833"
Tennessee,Cities,Columbia,1,0,0,0,"35,203"
Georgia,Cities,Columbus,2,,,,"196,178"
Kansas,Cities,Columbus,1,0,0,0,"3,295"
Ohio,Cities,Columbus,8,13,16,7,"797,384"
Texas,Cities,Commerce,0,1,1,0,"8,229"
Ohio,Cities,Commercial Point,1,0,0,0,"1,590"
California,Cities,Compton,0,0,0,1,"98,057"
California,Cities,Concord,0,1,1,0,"125,205"
New Hampshire,Cities,Concord,0,1,0,1,"42,815"
Kansas,Cities,Concordia,0,1,0,0,"5,329"
Arizona,Cities,Coolidge,0,,0,1,"12,206"
Texas,Cities,Copperas Cove,0,0,1,0,"33,009"
Florida,Cities,Coral Gables,0,1,1,0,"48,435"
California,Cities,Corona,2,1,0,0,"157,342"
California,Cities,Coronado,1,0,0,0,"19,345"
Texas,Cities,Corpus Christi,1,1,2,0,"312,565"
New York,Cities,Cortland,1,0,0,0,"19,316"
Oregon,Cities,Corvallis,0,1,0,0,"55,062"
Iowa,Cities,Council Bluffs,1,0,1,0,"62,708"
Connecticut,Cities,Coventry,1,1,0,0,"12,451"
Michigan,Cities,Covert Township,0,0,1,0,"2,886"
California,Cities,Covina,2,2,0,0,"48,588"
Kentucky,Cities,Covington,0,0,3,3,"40,914"
Colorado,Cities,Craig,0,0,5,0,"9,357"
New Jersey,Cities,Cranbury Township,1,1,1,0,"3,897"
New Jersey,Cities,Cranford Township,0,1,0,0,"22,864"
New York,Cities,Crawford Town,2,0,1,0,"9,419"
Illinois,Cities,Crest Hill,0,1,0,0,"20,953"
Missouri,Cities,Creve Coeur,0,0,2,0,"17,863"
Missouri,Cities,Crocker,1,0,0,0,"1,136"
New York,Cities,Croton-on-Hudson Village,2,3,0,,"8,171"
Michigan,Cities,Crystal Falls,0,0,1,0,"1,467"
Illinois,Cities,Crystal Lake,0,1,0,1,"40,785"
California,Cities,Cudahy,1,0,0,0,"24,201"
California,Cities,Cupertino,0,1,1,2,"59,769"
California,Cities,Cypress,1,0,0,0,"48,976"
Texas,Cities,Dallas,3,13,12,2,"1,241,549"
California,Cities,Daly City,0,1,0,0,"103,311"
California,Cities,Dana Point,0,0,1,0,"34,172"
Massachusetts,Cities,Danvers,1,3,2,2,"26,934"
Illinois,Cities,Danville,1,0,0,0,"32,997"
Kentucky,Cities,Danville,0,0,0,2,"16,314"
South Carolina,Cities,Darlington,1,0,0,1,"6,313"
California,Cities,Davis,1,2,0,2,"66,628"
Ohio,Cities,Dayton,1,0,0,0,"142,139"
Illinois,Cities,De Kalb,0,1,0,0,"43,722"
Missouri,Cities,De Soto,0,0,1,0,"6,433"
Michigan,Cities,Dearborn,4,8,4,0,"97,215"
Michigan,Cities,Dearborn Heights,3,3,0,0,"57,228"
Illinois,Cities,Decatur,0,1,0,0,"76,131"
Ohio,Cities,Defiance,1,2,1,0,"16,621"
New Jersey,Cities,Delanco Township,1,0,1,0,"4,312"
Florida,Cities,Deland,0,1,0,0,"27,410"
Ohio,Cities,Delaware,0,1,1,0,"35,539"
Texas,Cities,Denison,0,1,2,0,"23,125"
Texas,Cities,Denton,0,1,1,0,"118,942"
Colorado,Cities,Denver,11,8,13,13,"628,545"
Connecticut,Cities,Derby,0,0,0,1,"12,917"
Kansas,Cities,Derby,1,0,1,0,"22,393"
Illinois,Cities,Des Plaines,0,0,1,0,"58,644"
Michigan,Cities,Detroit,1,6,12,3,"707,096"
North Dakota,Cities,Devils Lake,1,0,0,0,"7,305"
California,Cities,Diamond Bar,1,0,0,0,"56,470"
Kansas,Cities,Dodge City,0,0,1,0,"28,064"
New Hampshire,Cities,Dover,0,0,1,0,"30,226"
Vermont,Cities,Dover,1,0,0,0,"1,116"
Illinois,Cities,Downers Grove,0,0,1,0,"48,185"
California,Cities,Downey,0,1,0,0,"113,628"
Massachusetts,Cities,Dracut,0,1,0,0,"30,032"
Utah,Cities,Draper,7,0,3,0,"43,600"
Iowa,Cities,Dubuque,1,0,0,0,"58,460"
New Hampshire,Cities,Dunbarton,0,1,0,0,"2,766"
Colorado,Cities,Durango,0,1,1,0,"17,305"
New Hampshire,Cities,Durham,1,0,1,0,"14,712"
North Carolina,Cities,Durham,2,1,2,0,"235,563"
Tennessee,Cities,Dyersburg,3,1,1,2,"17,223"
New Jersey,Cities,East Brunswick Township,4,1,0,0,"48,009"
New Jersey,Cities,East Greenwich Township,0,0,1,1,"9,630"
New York,Cities,East Hampton Town,0,0,1,,"19,569"
New Jersey,Cities,East Hanover Township,0,1,2,0,"11,274"
Michigan,Cities,East Lansing,0,7,4,0,"48,701"
Ohio,Cities,East Liverpool,2,0,0,0,"11,198"
Massachusetts,Cities,East Longmeadow,0,0,1,0,"15,871"
New Jersey,Cities,East Orange,0,0,1,0,"64,682"
New York,Cities,East Rochester Village,0,0,1,,"6,632"
New Jersey,Cities,East Windsor Township,0,0,1,1,"27,389"
New Jersey,Cities,Eastampton Township,0,1,0,0,"6,109"
Michigan,Cities,Eastpointe,3,3,0,0,"32,511"
California,Cities,Eastvale,0,1,3,0,"55,439"
Ohio,Cities,Eaton,0,2,0,0,"8,369"
Michigan,Cities,Eau Claire,1,0,0,0,626
New Jersey,Cities,Edison Township,2,2,1,1,"101,007"
Washington,Cities,Edmonds,1,0,0,0,"40,609"
Missouri,Cities,Edmundson,1,0,0,0,836
New Jersey,Cities,Egg Harbor City,0,0,1,0,"4,261"
New Jersey,Cities,Egg Harbor Township,1,0,3,1,"43,501"
California,Cities,El Cajon,0,0,0,1,"101,864"
California,Cities,El Monte,2,1,0,2,"115,356"
Texas,Cities,El Paso,2,0,2,0,"675,536"
South Carolina,Cities,Elgin,0,1,0,0,"1,336"
North Carolina,Cities,Elizabeth City,0,0,0,1,"18,883"
Kentucky,Cities,Elizabethtown,1,0,0,0,"29,118"
Minnesota,Cities,Elk River,2,,,,"23,335"
West Virginia,Cities,Elkins,1,0,0,0,"7,108"
Maryland,Cities,Elkton,0,0,1,0,"15,681"
Tennessee,Cities,Elkton,0,0,0,2,581
Washington,Cities,Ellensburg,0,1,0,0,"18,649"
New Jersey,Cities,Elmwood Park,1,0,1,0,"19,627"
Kentucky,Cities,Eminence,1,1,0,0,"2,508"
Michigan,Cities,Emmett Township,0,0,1,1,"11,722"
